,annotation,content,user
4336,"{'notes': '', 'label': ['1']}",Sucks 4 you!!!!!! Your just not a lucky ducky are you? First your phone  now this!,_AlyssaMarie
4337,"{'notes': '', 'label': ['1']}",Alan  I think you might as well give my spot away to someone else. I'm just too damn sick to sound like my charity is good. :'(,NINtrentreznor
4338,"{'notes': '', 'label': ['1']}",i literally could not breathe. that was so fucking scary.,MJDodd
4339,"{'notes': '', 'label': ['1']}",Not to me :/ damn though. i hate being sick.,whitelight
4340,"{'notes': '', 'label': ['1']}",I hate my life haha,dayuhan
4341,"{'notes': '', 'label': ['1']}",P33T WIFF HIS BIG GAY TEEFS!!! BRYCE FROM TRS AND HIM SHOULD HAVE BABIES AND THEY'D HAVE AMASING TEEFS,stlemur
4342,"{'notes': '', 'label': ['1']}",Yes but if your senses are dulled mebbe you no bitch so much? Or you should find a good human who's blood you wanna eat,luannem
4343,"{'notes': '', 'label': ['1']}",ps...ur cute...ur good looking  your funny  your a dick  your an ass  your cynical. I LOVE IT!,smalljay23
4344,"{'notes': '', 'label': ['1']}",damn! Ok look  make the stripper pole look like a knitting needle and impale a stripper granny on it. That's the only way.,J_RELL
4345,"{'notes': '', 'label': ['1']}",no it was a direct Church of Why Don't You Bloody Well Piss Off,Devar
4346,"{'notes': '', 'label': ['1']}",of course @bapper is cold..he eats picked radishes all winter..if he had some whale meat he'd be fine..,Inked4Jesus
4347,"{'notes': '', 'label': ['1']}",damn that caller ID,TriggaD
4348,"{'notes': '', 'label': ['1']}",yes. sacto cali- driving back to palo alto later tonite. eventually i'll get off my ass n shoot.,SoyC
4349,"{'notes': '', 'label': ['1']}",oh lol gotcha... well i'm a fruit freak. i don't like melons  strawberries  the list goes on.. one day in heaven i'll like it all,Nivalboy
4350,"{'notes': '', 'label': ['1']}",lol no no.. we will kick the pig... (kick this thing off  do it  get r' done  etc.),megs112
4351,"{'notes': '', 'label': ['1']}",damn your hardcore! My legs are complaining from the simple long walk I went on yesterday. I've neglected them over the winter!,Massarina
4352,"{'notes': '', 'label': ['1']}",It is amazing! But  it kinda sucks when it makes you late for work  lol.,antnzdotcom
4353,"{'notes': '', 'label': ['1']}",burritoville is dead? What the fuck?!,Mistic_Morgue
4354,"{'notes': '', 'label': ['1']}",me too. So entertaining. Dude you watch this mvie called trailor parl of terror. Fucking brilliant.,helskibelski
4355,"{'notes': '', 'label': ['1']}",aw that sucks.,Ben_Neal
4356,"{'notes': '', 'label': ['1']}",How does he feel about marmite? Love It or Hate It?,paulmullin
4357,"{'notes': '', 'label': ['1']}",ROTFLMAOOOOOOO WOW...Cumleone? Cum Alone? Oh sorry...thats funny though.,Ciella_H
4358,"{'notes': '', 'label': ['1']}",why does eueryone hate american eagle? wat happened?,SailorBiTcH
4359,"{'notes': '', 'label': ['1']}", yeah it sucks i know  she was one spankin hot mofo,AdamSatayer
4360,"{'notes': '', 'label': ['1']}",Now I have to try my best to get my ass blocked by @souplantation.,Breezaa
4361,"{'notes': '', 'label': ['1']}",Wow  what a fine uke.  It's tempting  but I want my charango with 10 strings and damn near impossible to play.,SpunkyMel
4362,"{'notes': '', 'label': ['1']}",got to love a good sunset...  I just hate this time of year leaving work and it's already dark outside :(,alexjs
4363,"{'notes': '', 'label': ['1']}",bojangles? damn you! so jealous.,blinkexists182
4364,"{'notes': '', 'label': ['1']}",Whatever... I just hate how the popularity of bands seems to inversely affect how much people are allowed to like them,bathtub4ever
4365,"{'notes': '', 'label': ['1']}",Lazy ass :),shelly6273
4366,"{'notes': '', 'label': ['1']}",Ugh  the bane of my existence.  Hate them.,4ever_yash
4367,"{'notes': '', 'label': ['1']}",damn you for getting the comics up early again o_o it gives me nothing to do before school in the morning D:,RaeJayz
4368,"{'notes': '', 'label': ['1']}",wow i looked at the tinyurl of Barack Obama that you put up.... I am disgusted too  that such revolting hate is so prevalent..,bimmusic
4369,"{'notes': '', 'label': ['1']}",yet fear seems like a cop out too  i eat my words...Hate is ugly,eastereggsuk
4370,"{'notes': '', 'label': ['1']}",Connection interrupted. God damn.,littlechoupette
4371,"{'notes': '', 'label': ['1']}",fuck the krebs cycle.,heylucyhey
4372,"{'notes': '', 'label': ['1']}",like  you build a tolerance to drugs  don't you? or is this just me being dumb cause it's fucking four a.m.,abbbix
4373,"{'notes': '', 'label': ['1']}",Haha. Cool. Just sucks that we have to wait so long for season 2.,SophiaS_
4374,"{'notes': '', 'label': ['1']}",Damn! Sounds like heart attack inducing combo.,floridecires
4375,"{'notes': '', 'label': ['1']}","like jealous toddlers  equal change to excel When a person DOES excel  other ppl bitch&whine - bc it ""makes them look bad""  The",gregmbf
4376,"{'notes': '', 'label': ['1']}",damn old people now a days they are the dangerous drivers,kimkoster
4377,"{'notes': '', 'label': ['1']}",work stressing over this damn AE meeting we are having @ 11am.,XFearLessX
4378,"{'notes': '', 'label': ['1']}",Warm Mt Dew tastes awful. :/ Try Jolt Cola instead. Or maybe even Whoop Ass. http://tinyurl.com/8woa3j,khali_blache
4379,"{'notes': '', 'label': ['1']}",it means - the fat beauty and yes lost 43 kgs thru heavy dieting n working out at the gym 6 days a week - that was 3 yrs ago,scottbw
4380,"{'notes': '', 'label': ['1']}",oh damn! anyways next time...DM me ur number or soemthing,jennifarter
4381,"{'notes': '', 'label': ['1']}",stop saying you hate gwen! Youposted earlier saying you love her! Ur hot then ur cold ur yes then ur nooooo,Rapture1781
4382,"{'notes': '', 'label': ['1']}",I'm on my way just to get gas and saw a 314. Damn it.,JtErvin
4383,"{'notes': '', 'label': ['1']}",get some damn sleep! Sleepy Time tea is my savior  serious,Fru_Gal
4384,"{'notes': '', 'label': ['1']}",I want beach now. Damn.,leebarton79
4385,"{'notes': '', 'label': ['1']}",sorry  you have no cred. Two words: pig ears,graciie_xo
4386,"{'notes': '', 'label': ['1']}",and somehow I still wish I was there  pig parts and all. Amazing.,roald
4387,"{'notes': '', 'label': ['1']}",I send you a hug ma. That sucks! 08 was full of some fuck shit  I'll say that.,zombiesheep
4388,"{'notes': '', 'label': ['1']}",I hate you,jillzzz
4389,"{'notes': '', 'label': ['1']}",- Fuck yeah!,BluegrassPundit
4390,"{'notes': '', 'label': ['1']}",LMAO! @ ur new pet...I thought u sent me a pic of a big ass butterfly...lol!,amyramirez
4391,"{'notes': '', 'label': ['1']}",at least its not those nasty ass water bugs u had as roomates in Atlanta..Ew! Lol!,EndlessMike03
4392,"{'notes': '', 'label': ['1']}",Ok..ok I c u! Take it back on they ass why don't ya.. That sounds super CUTE!,avalanchelynn
4393,"{'notes': '', 'label': ['1']}",I hate giving little kids antibiotics...10 days 2 a day and important they get it all down...impossible!,SamKosa
4394,"{'notes': '', 'label': ['1']}",some kid made copies of the questions and a teacher looked at it...fucking dumbass he/she screwed it up for all of us.,MichelleF
4395,"{'notes': '', 'label': ['1']}",alright. The test is on Monday and I'm gonna be studying my ass off.,philiplarkin
4396,"{'notes': '', 'label': ['1']}",lmao that sucks.,shezzalicious
4397,"{'notes': '', 'label': ['1']}",I hate when that happens!,lukaswinn
4398,"{'notes': '', 'label': ['1']}",Wendy's - Oriental Chicken Salad w/ grilled chicken.  Way good.  I think it's 20 grams of fat just in the dressing  tho! Argh.,aamybelle
4399,"{'notes': '', 'label': ['1']}",:-( Yucky needles. I hate those ones with a special sort of passion! *hugs* Hope it's over soon with the needles.,julescookies
4400,"{'notes': '', 'label': ['1']}",Courtesy of the Canadian kids magazine Chirp: How does a sick pig get to the hospital?,AmiraLoveJonas1
4401,"{'notes': '', 'label': ['1']}",and holy crap  that's a long time!! D: that sucks!,matz6677
4402,"{'notes': '', 'label': ['1']}",Now I'm gonna have to go back to McLuhan & Leary to help me translate WTF you just wrote.  Damn  I hate when that happens.  Heh.,optimuscupcake
4403,"{'notes': '', 'label': ['1']}",That's...so gay it's painful.,Rebecca246
4404,"{'notes': '', 'label': ['1']}",ooo tht sucks...happens to me all the time when I drink 5 hrs...,MadCarlotta
4405,"{'notes': '', 'label': ['1']}",kim kardashian annoys me...her ass is nice  but Reggie could get it!,emilin93
4406,"{'notes': '', 'label': ['1']}",I'm up too! whoopee fuck! not hung over AT ALL!,annarghhx
4407,"{'notes': '', 'label': ['1']}",so fucking angry all the time,devonslater
4408,"{'notes': '', 'label': ['1']}",It's got a core of uranium  some damn thing  I don't know. Gets up there like Sputnik.,MistyMoopies
4409,"{'notes': '', 'label': ['1']}",That ALWAYS happens to me! Damn skype.,coachbear
4410,"{'notes': '', 'label': ['1']}",Thanks  Ulrike! :) We'll make sure to nerd it up!,aka_AMY
4411,"{'notes': '', 'label': ['1']}",sorry i missed you @ Cain but they weren't very nice to my gay boy - I think some1 was jealous...missu  hope to see ya soon ;),renward
4412,"{'notes': '', 'label': ['1']}",fuck them!,nezzle
4413,"{'notes': '', 'label': ['1']}",damn now i want some au gratin!,leannayo
4414,"{'notes': '', 'label': ['1']}",Well  I would  but once Christmas is over  it kinda sucks the life outta the Santa hat thing...,yandle
4415,"{'notes': '', 'label': ['1']}",I both love and hate the sticks! I'm finally going home tomorrow.,BertaWooster
4416,"{'notes': '', 'label': ['1']}",hahaha i don't hate german  just a couple of germans. Guten morgen!,Lamb37
4417,"{'notes': '', 'label': ['1']}",I'm gay and I'm pregnant gak mungkin berhasil. This guy is persistent. Gmn ya. Can I just simply ignore his msgs??? :-D,purplesparkle
4418,"{'notes': '', 'label': ['1']}",NOOO EP!!!! That really sucks! You should hve jst waited in the car...lol!!! Hopefully it;s dark in there & no one looks dow ...,Shiminay
4419,"{'notes': '', 'label': ['1']}",I just wanted a fucking money order and it took 40 minutes to get it. They won't even look at you if you're on your mobile phone.,lazygiraffe
4420,"{'notes': '', 'label': ['1']}",I hate games like this. All these people shouldn't be going down.,camellia_
4421,"{'notes': '', 'label': ['1']}",lol...hell naw...its the fine ass one!,claire_michelle
4422,"{'notes': '', 'label': ['1']}","i call it ""hey-dumb-fuck-guys-stop-trying-so-hard"" advice",bishpenguin
4423,"{'notes': '', 'label': ['1']}",hate? i was congratulating you  your a humanitarian!,MelissaMartin_
4424,"{'notes': '', 'label': ['1']}",well clearly the shoe purchase is more impressive  because ITS A FUCKING SHOE!!!,LauraKalbag
4425,"{'notes': '', 'label': ['1']}",fuck sleep you gotta stay up late so u can see santa!,AshtonTaylor
4426,"{'notes': '', 'label': ['1']}",that's great. def down on carbs + fat. counting cals in and out is working perfectly. the big difference is my mindset. thanks!,thatsarahkid
4427,"{'notes': '', 'label': ['1']}",yeah my son works at Barnes N Nobles...played the mamma mia soundtrack overNover- they all hate it now but sing and dance along!,gimraent
4428,"{'notes': '', 'label': ['1']}",what the fuck do you have to apologize for??,xVivicax
4429,"{'notes': '', 'label': ['1']}",fuck you op,derring1
4430,"{'notes': '', 'label': ['1']}",@ember_myst @spellchaser Just so you know  I'm staking my claim on etherist. I am in full on crush! Sucks that he's married. :P,aevans6
4431,"{'notes': '', 'label': ['1']}",He doesn't seem clueless to me. He seems sweet and cute and witty and eloquent and charming. *swoon* Damn the luck.,Walk_In_The_Sun
4432,"{'notes': '', 'label': ['1']}",Arrrgghhh! I hate him!,Kaeilyn
4433,"{'notes': '', 'label': ['1']}",Do you hate the iMac because it looks edible :) or because (it must be) soooo slow?  Or not a Mac guy?,LucyBaron
4434,"{'notes': '', 'label': ['1']}",Oh  I would hate that too.  Three apps? That would barely get me started.,ivormurray
4435,"{'notes': '', 'label': ['1']}",I don't believe in a lot of specialty kitchen gadgets  but I cling to my potato ricer and my popover pan. Carb freak? :),nicksterdam
4436,"{'notes': '', 'label': ['1']}","if gov is going to make it ""uncomfortable"" to be fat & expect it will work  shouldn't they also make it uncomfortable to be poor? #tcot",Nelly6_8
4437,"{'notes': '', 'label': ['1']}",oh  i hate it. self righteous people makes me want to scream.,gavlp
4438,"{'notes': '', 'label': ['1']}",I hate you so much right now. http://is.gd/ewZm,star_scapes
4439,"{'notes': '', 'label': ['1']}",Aah! I actually hate you!,Kelsey_Gray
4440,"{'notes': '', 'label': ['1']}",Gah fuck off  tainting my private account with new followers. xD,hollieleanne
4441,"{'notes': '', 'label': ['1']}",fucking buses. One drove straight past me on Friday night  and I was waving my arms like a windmill. Baaaaah!,JoanneDuran
4442,"{'notes': '', 'label': ['1']}",good u an ur no sharin ass LOL,Jasminexoxo
4443,"{'notes': '', 'label': ['1']}",Damn fam... if I was  a hater I'd be jealous... lol,katieparsons
4444,"{'notes': '', 'label': ['1']}",You blogged and ran? Jesus that's ass kicking if I ever heard it.,ScarlettDaggers
4445,"{'notes': '', 'label': ['1']}","Hell yeah!!! And the best bit of movie dialogue ever..Jason says ""I am NOT the gay!"" ... OK Jason i belive you ;)",leiron
4446,"{'notes': '', 'label': ['1']}",Damn near indeed! But in the end  their youthful impetuosity gave it away. It didn't feel like SL actually won it  incredibly!,CarterHH
4447,"{'notes': '', 'label': ['1']}",i was able to connect to may exchange with apple mail after they enabled active sync for my iphone. i hate entourage... so much,takemeorleaveme
4448,"{'notes': '', 'label': ['1']}",Hints in icing are bad or good? Skywriting sucks unless the hint is a very short word. I'd suggest a delicious tag for nerds.,ingridk
4449,"{'notes': '', 'label': ['1']}",@DaveBenjamin I HATE THAT...,mancunianlad
4450,"{'notes': '', 'label': ['1']}",people hate to admit emotional decision making  though. manipulative  some think. the uphill climb of personal branding...,desipage
4451,"{'notes': '', 'label': ['1']}",oooo thats not fun! i hate those things  the orthodontics people are mean to me!,ms_dan
4452,"{'notes': '', 'label': ['1']}",weird.... Nick are you going emo??????,Claudlaar
4453,"{'notes': '', 'label': ['1']}","lol!!!!  I used to be the wknd assignment editor and would get mail addressed to ""Weekend Ass"". I didn't know how to feel.",colleen33
4454,"{'notes': '', 'label': ['1']}",I hate to harsh your buzz  but every game on the iPhone can roll the bones by shaking. Do not pass go  do not collect my $7.99,JessiEngel
4455,"{'notes': '', 'label': ['1']}",argh  tell me about it :x i hate procrastinating... lol.,melanieleonard
4456,"{'notes': '', 'label': ['1']}",coincidence my ass... LOL... But it's a good suggestion so it'll go in the hat... Singapore would be interesting. 5 more...,randomoniam
4457,"{'notes': '', 'label': ['1']}","Dude  oh no U didnt! I got 4 DM's within 4 minutes of me saying ""ass""... imagine what would happen if I said ""fuck""... oh crap!",Cymon
